Q9ERY9	MGI:1915571
Q3UX43	MGI:2139746
Q6PD24	MGI:1915673
A2AS55	MGI:2444796
Q99NH0	MGI:1932101
Q9CR42	MGI:1097717
Q9D3J5	MGI:1277101
Q812A3	MGI:1925571
Q80VM7	MGI:1890394
Q811D2	MGI:1917887
Q3UMR0	MGI:2444103
Q505D1	MGI:2145661
Q9WV06	MGI:1861447
Q8R3P9	MGI:2145448
Q3U0L2	MGI:1917904
Q8BXP5	MGI:2443398
Q3UUF8	MGI:2443245
Q8BLB8	MGI:2685617
Q569N2	MGI:3603344
Q9D2X0	MGI:1914816
Q5SUE8	MGI:1918702
Q3V096	MGI:1921095
B2RXR6	MGI:3045243
Q810N6	MGI:1921094
Q8BTZ5	MGI:1916089
Q8VE42	MGI:1930842
Q8BTI7	MGI:2444029
Q3V0J4	MGI:1922555
Q91WK7	MGI:2444209
Q8BLD6	MGI:1924568
Q9CQM6	MGI:1913979
A2ARS0	MGI:2686183
Q69ZU8	MGI:2154278
Q9D504	MGI:1922446
Q8BH83	MGI:1921501
Q8BIZ1	MGI:1924781
P59672	MGI:2446180
Q9CZK6	MGI:1919865
Q8K3X6	MGI:1919324
Q6GQX6	MGI:1922941
Q3UUE9	MGI:2685256
Q80UU1	MGI:1098746
Q8K298	MGI:1920174
Q8BH79	MGI:2143103
Q8BHY3	MGI:2142149
Q8CFW1	MGI:2387214
A2AHL1	MGI:3613666
Q8C5H1	MGI:2443344
Q75UR0	MGI:3576659
Q6P9J9	MGI:2145890
Q14AT5	MGI:3052714
Q6PB70	MGI:2687327
P86044	MGI:1918595
O35381	MGI:108447
Q9EST5	MGI:1914878
P97822	MGI:1913721
Q64G17	MGI:3525200
P97449	MGI:5000466
Q9CZ52	MGI:1916788
Q6DFX2	MGI:1919164
Q8BVM2	MGI:1925726
Q9QZ10	MGI:1347090
P97384	MGI:108481
Q99JG3	MGI:1917037
P10107	MGI:96819
P07356	MGI:88246
O35639	MGI:1201378
P97429	MGI:88030
P48036	MGI:106008
P14824	MGI:88255
Q07076	MGI:88031
O35640	MGI:1201374
Q9JHQ0	MGI:1923711
O35298	MGI:1350928
Q8JZQ5	MGI:1923757
Q812C9	MGI:2668431
O70423	MGI:1306797
O54754	MGI:88035
Q5SGK3	MGI:3529596
G3X982	MGI:1918974
Q3TYQ9	MGI:1919122
O35643	MGI:1096368
P22892	MGI:101919
O88512	MGI:1328307
P35585	MGI:102776
Q9WVP1	MGI:1336974
P61967	MGI:1098244
Q9DB50	MGI:1889383
Q7TN05	MGI:1891304
P17426	MGI:101921
P17427	MGI:101920
Q9DBG3	MGI:1919020
P84091	MGI:1298405
P62743	MGI:2141861
Q9Z1T1	MGI:1333879
Q9JME5	MGI:1100869
O54774	MGI:107734
Q9JKC8	MGI:1929212
Q8R2R9	MGI:1929214
Q9DCR2	MGI:1337062
Q8BSZ2	MGI:1337060
Q9WV76	MGI:1337130
Q80V94	MGI:1336993
Q9JKC7	MGI:1337063
Q9WVL1	MGI:1337065
Q3TAP4	MGI:2685808
Q8BJ63	MGI:1921635
Q9D742	MGI:1916846
Q3U829	MGI:1924908
O88879	MGI:1306796
B2RUJ5	MGI:1860297
P98084	MGI:1261791
O88888	MGI:1888527
Q8R5A3	MGI:1861354
Q9QXJ1	MGI:107765
Q9DBR4	MGI:108405
Q8R1C9	MGI:108404
Q9Z1K7	MGI:1346052
Q3U128	MGI:3513977
Q61315	MGI:88039
P12246	MGI:98229
Q8R146	MGI:88041
P0DMC4	MGI:3642370
P28352	MGI:88042
Q68G58	MGI:1924872
Q8BVF7	MGI:2385110
Q8C7N7	MGI:3522097
Q9DCZ9	MGI:1915568
O35841	MGI:1888993
Q9WVQ5	MGI:1926788
Q9D084	MGI:1917178
Q9D842	MGI:1919353
Q9R0R4	MGI:1353624
Q9WV08	MGI:1346086
Q03157	MGI:88046
Q06335	MGI:88047
Q9D7N9	MGI:1919131
Q8K4Z3	MGI:2180167
Q00623	MGI:88049
P09813	MGI:88050
P06728	MGI:88051
Q8C7G5	MGI:1913363
E9Q414	MGI:88052
P51908	MGI:103298
Q9WV35	MGI:1343178
Q99J72	MGI:1933111
Q497M3	MGI:1918531
Q8VBT6	MGI:2176230
P34928	MGI:88053
Q05020	MGI:88054
P33622	MGI:88055
Q61268	MGI:87878
P51910	MGI:88056
P08226	MGI:88057
Q91V80	MGI:104539
Q01339	MGI:88058
Q9Z1R3	MGI:1930124
Q78IK4	MGI:1915367
Q9DCZ4	MGI:1915566
Q9CQW7	MGI:1915270
Q9DAX9	MGI:1914134
Q8K3H0	MGI:1920243
Q8K3G9	MGI:2384914
P12023	MGI:88059
P08030	MGI:88061
Q7TQC5	MGI:1913658
Q03288	MGI:87853
Q8BHH1	MGI:1913583
Q8CHJ2	MGI:2664636
Q02013	MGI:103201
P56402	MGI:1096865
Q8R2N1	MGI:1333777
P55088	MGI:107387
Q9WTY4	MGI:106215
Q8C4A0	MGI:1341204
O54794	MGI:1314647
P56404	MGI:1195271
Q9JJJ3	MGI:1891066
Q8CFQ3	MGI:1276102
P04627	MGI:88065
Q4LDD4	MGI:1916960
Q8BZ05	MGI:2684416
Q8R5G7	MGI:2147274
Q5XJY5	MGI:2387591
Q9WV31	MGI:88067
P31955	MGI:88068
Q8CHG5	MGI:1915747
P84078	MGI:99431
Q8BSL7	MGI:99595
P61205	MGI:99432
P61750	MGI:99433
P84084	MGI:99434
P62331	MGI:99435
Q9EPJ9	MGI:2183559
Q99K28	MGI:1924288
Q9D8S3	MGI:1913501
G3X9K3	MGI:2442988
A2A5R2	MGI:2139354
Q3UGY8	MGI:106387
Q8K221	MGI:1924182
Q8BXL7	MGI:1923938
Q61176	MGI:88070
O08691	MGI:1330806
Q3UL36	MGI:2442985
Q6Y5D8	MGI:1925764
Q80Y19	MGI:2444300
Q8C0D4	MGI:1922665
Q811M1	MGI:1923367
Q3UIA2	MGI:1917747
Q8K0Q5	MGI:1921160
Q8BRH3	MGI:1918335
Q5FWK3	MGI:2445003
Q6IFT4	MGI:2445175
Q6DFV3	MGI:1918685
Q8BL80	MGI:2443418
Q69ZH9	MGI:3697726
Q8C4V1	MGI:1922647
Q8BYW1	MGI:2443687
Q6ZQ82	MGI:1918552
A2AB59	MGI:1916903
Q8BN58	MGI:2147003
Q8CGF1	MGI:2443818
Q640N3	MGI:2684948
A6X8Z5	MGI:1333857
Q811P8	MGI:2450166
Q80YF9	MGI:2673998
Q91YM2	MGI:1929494
B1AUC7	MGI:1922654
P59281	MGI:107858
E9Q6X9	MGI:3649852
B2RQE8	MGI:1918794
Q5SSM3	MGI:2144423
P97393	MGI:1332637
O54834	MGI:1196332
Q9CXP4	MGI:1920417
Q99PT1	MGI:2178103
Q61599	MGI:101940
Q62160	MGI:108430
A2AWP8	MGI:1920004
Q8C033	MGI:2444453
Q8R4H2	MGI:1916882
Q5FWH6	MGI:3045246
Q3U5C8	MGI:2446219
Q80U35	MGI:2673002
Q6P9R4	MGI:2142567
Q8BWA8	MGI:1925912
Q61210	MGI:1353510
Q9CWR0	MGI:1277173
P97433	MGI:1346016
Q60875	MGI:103264
Q8BW86	MGI:2685787
A1IGU4	MGI:3045339
Q80VK6	MGI:1924919
Q66JY6	MGI:3036286
Q91X46	MGI:1918954
Q3UPH7	MGI:2685515
Q7TNR9	MGI:2442507
Q8K4I3	MGI:1920591
Q9ES28	MGI:1860493
Q3UTH8	MGI:2442233
A2BH40	MGI:1935147
Q62431	MGI:1328360
Q9Z1N7	MGI:1930768
A6PWV5	MGI:3650624
A2CG63	MGI:2137512
Q3U108	MGI:2443039
Q8BM75	MGI:2175912
Q9Z1K5	MGI:1344363
Q9Z1K6	MGI:1344361
Q9QXJ4	MGI:1930788
Q6P3A9	MGI:2444054
Q9D416	MGI:1921698
Q640N2	MGI:1915396
Q3UKZ7	MGI:2685795
Q8BIX3	MGI:1926020
Q3SXC5	MGI:1918869
Q8BGR6	MGI:2442308
P61211	MGI:99436
Q9D385	MGI:1349429
Q9D0J4	MGI:1928393
Q9WUL7	MGI:1929699
P61213	MGI:99437
P61208	MGI:2445172
Q99PE9	MGI:1933155
Q80ZU0	MGI:1922673
Q9D4P0	MGI:1923119
Q6P068	MGI:3028577
Q9JKW0	MGI:1858943
Q9JM93	MGI:1929500
Q8R5J9	MGI:1929501
Q8BH07	MGI:1929507
O88848	MGI:1927136
Q8VEH3	MGI:1915974
Q9CQW2	MGI:1914416
Q9D0L7	MGI:1914461
Q80X86	MGI:1914895
Q9D7A8	MGI:1921502
Q3URY6	MGI:1916449
A2AU72	MGI:1918132
B2RY50	MGI:1922184
Q5EBP3	MGI:2384586
Q8BNU0	MGI:1924063
Q3UJZ3	MGI:2679719
Q9DBR3	MGI:1921375
Q9D2I5	MGI:1926045
Q9CX83	MGI:1925498
Q6A058	MGI:1914666
Q8BHS6	MGI:1918953
Q3UZB0	MGI:2148026
Q8K3A6	MGI:2147993
Q61324	MGI:107188
Q2VPD4	MGI:2684845
Q9WTL8	MGI:1096381
P53762	MGI:88071
P19091	MGI:88064
Q9R0Q6	MGI:1928896
Q9WV32	MGI:1343142
Q9CVB6	MGI:1923959
Q9JM76	MGI:1928375
P59999	MGI:1915339
Q9D898	MGI:1921442
Q9CPW4	MGI:1915021
P56212	MGI:1891691
Q9DCB4	MGI:107562
Q9EQP6	MGI:2159617
Q8BWG8	MGI:99473
Q91YI4	MGI:99474
Q99KN1	MGI:2446136
Q9D668	MGI:1918057
Q7TPQ9	MGI:2145242
Q497K5	MGI:1924170
P50428	MGI:88077
P50429	MGI:88075
Q3TYD4	MGI:1921258
Q32KI9	MGI:2670959
Q8BM89	MGI:2443513
Q9D2L1	MGI:1924291
Q60935	MGI:107511
P17981	MGI:107546
O35975	MGI:107545
Q8R2G4	MGI:1202729
Q9CRA0	MGI:1202710
P70352	MGI:107948
Q9Z0L2	MGI:1333791
Q9D0U9	MGI:1916115
P98203	MGI:109620
O35085	MGI:1097716
Q91WU5	MGI:1929882
Q9WV54	MGI:1277124
Q9JHE3	MGI:1859310
Q9QWY8	MGI:1342335
Q7SIG6	MGI:2685438
Q5U464	MGI:2684986
Q91ZT7	MGI:2152836
Q9CQ31	MGI:1916104
Q9D738	MGI:1917642
Q8VBX0	MGI:2145525
Q8C6Y6	MGI:2655107
Q8VHS6	MGI:1926160
Q8VHS5	MGI:2654437
Q8VHP9	MGI:1914022
Q8VHA6	MGI:2655109
Q9WV74	MGI:1929735
Q8K0L0	MGI:1929743
Q9WV72	MGI:1929749
Q9WV71	MGI:1929751
Q9D1A4	MGI:1923544
Q91ZU1	MGI:1919573
Q91ZU0	MGI:2152835
Q91ZT9	MGI:1925791
Q91ZT8	MGI:1916549
Q9D8Z1	MGI:1916340
Q91WR3	MGI:1922702
E9PZJ8	MGI:1925237
Q02067	MGI:96919
O35885	MGI:96920
Q9JJR7	MGI:1928820
Q9CQE6	MGI:1913653
Q9DAP7	MGI:1914179
P34927	MGI:88081
P24721	MGI:88082
Q99MY8	MGI:2183158
Q91X20	MGI:1344416
Q6NXK8	MGI:1194915
Q925H0	MGI:1100867
Q6X1Y6	MGI:2159339
Q7TNS7	MGI:2652846
Q9R0Y1	MGI:1929259
Q91YI0	MGI:88084
D3KU66	MGI:96090
D3KU67	
O54984	MGI:1928379
Q8BFS9	MGI:1917646
Q61024	MGI:1350929
Q8R3P0	MGI:87914
Q9DCQ2	MGI:1915602
A0JNU3	MGI:2144822
Q2TA57	MGI:2685014
Q80VP9	MGI:1920148
Q8BSY0	MGI:1914186
Q8CJ27	MGI:1334448
Q99MQ4	MGI:1913945
Q09PK2	MGI:1915105
Q8VBT9	MGI:1916188
Q8C0M9	MGI:1913764
P16460	MGI:88090
Q8BIR2	MGI:1913845
Q6HA09	MGI:3046414
Q61137	MGI:1098567
Q80Z10	MGI:1889277
Q8QZV7	MGI:1918427
P59598	MGI:2684063
Q8BZ32	MGI:1922552
Q8C4A5	MGI:2685175
Q8VD46	MGI:1921318
Q9D5T0	MGI:1915229
Q8CDM1	MGI:1917722
Q925I1	MGI:1919214
Q4QY64	MGI:2442925
Q8K341	MGI:1913869
Q8BHE3	MGI:2448730
Q9Z2A5	MGI:1333870
P81269	MGI:1298366
P16951	MGI:109349
Q60765	MGI:109384
Q06507	MGI:88096
O70191	MGI:2141857
O35451	MGI:105121
F6VAN0	MGI:1926157
Q3UL97	MGI:1922579
Q7TT18	MGI:1858965
Q8R0S1	MGI:2443472
Q9D8Z6	MGI:1915368
Q8R1P4	MGI:1914045
Q9CQY1	MGI:1914776
Q91YI1	MGI:1196429
Q8CDJ3	MGI:1261775
Q8C0J2	MGI:1924290
Q6KAU8	MGI:1920933
Q6P4T0	MGI:1916291
Q80XK6	MGI:1923809
Q9CPX6	MGI:1915091
Q8C9S8	MGI:2147903
Q8BGE6	MGI:1913865
Q811C2	MGI:2651854
Q8BGV9	MGI:2444308
Q99J83	MGI:1277186
Q9D906	MGI:1921494
Q68FE2	MGI:2138446
Q6EBV9	MGI:2685420
Q8BP56	MGI:2444047
Q9CWJ9	MGI:1351352
Q8BH66	MGI:1921241
Q6PA06	MGI:1929492
Q91YH5	MGI:1924270
Q6P9S1	MGI:2682328
Q62388	MGI:107202
O35126	MGI:104725
P48985	MGI:104654
Q9Z2E5	MGI:1355553
Q99NA2	MGI:1918343
O08997	MGI:1333855
O54827	MGI:1330809
Q8K2X1	MGI:2450125
P98197	MGI:1354735
Q9QZW0	MGI:1859661
Q9Z1W8	MGI:1926943
Q9EPE9	MGI:2180801
Q9CTG6	MGI:1922022
Q5XF89	MGI:2685387
Q5XF90	MGI:1924456
Q3TYU2	MGI:2444068
Q8VDN2	MGI:88105
Q6PIE5	MGI:88106
Q6PIC6	MGI:88107
Q9WV27	MGI:1351335
P14094	MGI:88108
P14231	MGI:88109
P97370	MGI:107788
Q99ME6	MGI:1915071
Q8R429	MGI:105058
O55143	MGI:88110
Q64518	MGI:1194503
G5E829	MGI:104653
Q9R0K7	MGI:105368
Q80XR2	MGI:1889008
A7L9Z8	MGI:1916297
Q64436	MGI:88113
P50992	MGI:88114
Q03265	MGI:88115
P56480	MGI:107801
Q91VR2	MGI:1261437
Q9D3D9	MGI:1913293
P56382	MGI:1855697
Q9CQQ7	MGI:1100495
Q9CR84	MGI:107653
P56383	MGI:1915192
P56384	MGI:2442035
Q9DCX2	MGI:1918929
P56135	MGI:1927558
P97450	MGI:107777
Q06185	MGI:106636
Q9CPQ8	MGI:1351597
Q9DB20	MGI:106341
Q9D7K5	MGI:1913599
Q9CRA7	MGI:1915305
Q9R1Q9	MGI:109629
Q9CYN9	MGI:1917745
Q9Z1G4	MGI:103286
P15920	MGI:104855
Q920R6	MGI:2153480
Q91V37	MGI:1890510
P63082	MGI:88116
P51863	MGI:1201778
Q80SY3	MGI:1924415
Q91XE7	MGI:1923502
Q9CQD8	MGI:1328318
P50516	MGI:1201780
P62814	MGI:109618
Q9Z1G3	MGI:1913585
Q99L60	MGI:1916025
P57746	MGI:1921084
P50518	MGI:894326
Q9D593	MGI:1922165
Q9D1K2	MGI:1913394
Q9CR51	MGI:1913540
Q9WTT4	MGI:1913487
Q8BMC1	MGI:2450548
Q8BVE3	MGI:1914864
Q64430	MGI:99400
Q64446	MGI:103297
P70704	MGI:1330848
P98200	MGI:1354710
Q148W0	MGI:1859665
P98199	MGI:1859660
Q6UQ17	MGI:1914581
A3FIN4	MGI:2444287
O70228	MGI:1330826
P98195	MGI:1354757
Q811I0	MGI:2180560
Q91YY4	MGI:2180561
O35143	MGI:1196457
Q6PGD0	MGI:1918918
Q8BMG1	MGI:1925349
Q6A051	MGI:2147749
Q9WU60	MGI:1341628
Q9JKK8	MGI:108028
Q61687	MGI:103067
P28658	MGI:1859293
P0C7T6	MGI:3694797
P54254	MGI:104783
Q7TQH0	MGI:2446242
O70305	MGI:1277223
Q9CVD2	MGI:1099442
Q9CZ05	MGI:3584458
A2AWT3	MGI:3036270
Q3UD01	MGI:1914971
Q8R4I1	MGI:2179277
Q3UST5	MGI:2146559
Q5EBG8	MGI:2140466
Q8K135	MGI:2140475
Q9JLZ3	MGI:1338011
E9Q6Z5	MGI:1917135
P70295	MGI:107789
Q9DCJ7	MGI:1913327
P97477	MGI:894678
O70126	MGI:107168
O88445	MGI:1321119
Q9D9K3	MGI:1921518
O88398	MGI:1333798
Q80U56	MGI:1926187
Q9D7H4	MGI:1916784
P35455	MGI:88121
Q62463	MGI:1859216
Q9WU02	MGI:1347010
O88721	MGI:88123
Q91WD4	MGI:2145422
Q8BR90	MGI:2146232
Q6NZK5	MGI:2147376
A2ADU9	MGI:3588200
Q6E1M8	MGI:3045345
Q3UZ57	MGI:1924602
O35625	MGI:1096327
O88566	MGI:1270862
Q00993	MGI:1347244
Q64726	MGI:103163
Q9QYP6	MGI:1351332
O35484	MGI:1859169
Q8BVM4	MGI:2442093
Q9CQI4	MGI:1915420
D3Z752	MGI:2442262
Q80X32	MGI:1925771
P01887	MGI:88127
Q04714	
Q920V1	MGI:1349405
Q8BG28	MGI:2145517
O54904	MGI:1349403
O54905	MGI:1349461
Q9Z0F0	MGI:1859517
Q9JI67	MGI:2136878
Q91Z92	MGI:2152819
Q9CW73	MGI:1924148
P59270	MGI:2389490
P58158	MGI:1919977
Q8BHT6	MGI:2685903
Q9Z222	MGI:1889505
Q5JCS9	MGI:2152535
Q1RLK6	MGI:2680208
Q8BGY6	MGI:2137302
Q3USF0	MGI:3039603
Q8K0J2	MGI:2384394
Q8R3I9	MGI:2385269
Q8VI16	MGI:2142841
Q3U129	MGI:2441705
Q09200	MGI:1342057
Q09199	MGI:1342058
Q6L8S8	MGI:3041155
Q766D5	MGI:2652891
P15535	MGI:95705
Q9Z2Y2	MGI:1858493
Q91YY2	MGI:1928767
Q9JJ04	MGI:1928387
Q9JMK0	MGI:1927169
Q9WVK5	MGI:1928380
Q8R087	MGI:2384987
Q8BWP8	MGI:1919680
Q8BXK4	MGI:2141466
A2A9Q0	MGI:2444790
Q9R1S0	MGI:1351471
Q3UK10	MGI:2387643
Q8VHV1	MGI:1928704
Q91X34	MGI:106642
Q3UI43	MGI:1915501
P56818	MGI:1346542
Q9JL18	MGI:1860440
P97302	MGI:894680
P97303	MGI:894679
Q61337	MGI:1096330
Q60739	MGI:108047
Q91YN9	MGI:1891254
Q9JLV1	MGI:1352493
Q8CI61	MGI:1914634
Q8CI32	MGI:1917619
Q9Z1R2	MGI:1919439
Q3UHR0	MGI:2679272
Q497V6	MGI:2139371
Q3UHD1	MGI:1933736
Q80ZF8	MGI:2441837
Q9DBJ3	MGI:1914148
Q80Y61	MGI:2652819
Q8BKX1	MGI:2137336
Q80TT2	MGI:2685783
O08734	MGI:1097161
Q9D0L6	MGI:1915260
O54962	MGI:1346330
Q8BVR0	MGI:2684961
Q80VH0	MGI:2442120
Q8VBU8	MGI:1889023
Q99PU7	MGI:1206586
O70445	MGI:1328361
P63157	MGI:1859288
Q8VIB5	MGI:1859314
Q9ER42	MGI:103124
O08686	MGI:109617
Q91XV3	MGI:1917600
Q8R1H8	MGI:1921731
Q9D275	MGI:1925491
O35284	MGI:1859147
Q07813	MGI:99702
O88379	MGI:1309478
Q9Z277	MGI:1353499
Q91YE5	MGI:2151152
Q99ML1	MGI:2181667
Q924Y0	MGI:1891372
Q9DBI2	MGI:1919019
Q5SUD9	MGI:2686651
Q9CWF6	MGI:2135267
Q8C1Z7	MGI:2143311
Q9CZQ9	MGI:1919819
Q8K2G4	MGI:1918742
Q811G0	MGI:2442833
Q8VBW5	MGI:1917758
Q4PJX1	MGI:2385108
Q6RUT7	MGI:2670966
Q99KU6	MGI:2136782
Q99LU8	MGI:2441726
Q3TQI7	MGI:2385132
Q8C5C9	MGI:2384848
Q91W34	MGI:2384572
Q3TYS2	MGI:2384959
Q8VDG6	MGI:2385307
Q8BHN9	MGI:2443738
A2AF53	MGI:2448555
Q3UNZ8	MGI:2448516
Q6PAC4	MGI:2385061
Q8R2K8	MGI:2385885
Q8K0Y7	MGI:2442831
Q692V3	MGI:2387653
Q8C784	MGI:2446240
Q5SYL1	MGI:2652869
Q32P12	MGI:2387601
Q91WE4	MGI:3039614
Q3UTZ3	MGI:2385896
Q6P1I3	MGI:2670984
Q3UU35	MGI:3039594
Q8C5S3	MGI:2679261
Q80YD3	MGI:2679716
Q810N5	MGI:3605234
Q9JJR6	MGI:1928824
Q80WB0	MGI:3051572
Q3U4G0	MGI:3026886
A2AVQ5	MGI:2681853
Q3TQQ9	MGI:3590554
Q6NV72	MGI:3040699
Q504N7	MGI:3584522
Q497N6	MGI:1929713
Q9R069	MGI:1929940
Q61361	MGI:1096385
Q61334	MGI:101917
Q61335	MGI:1350933
Q61140	MGI:108091
Q9QZK2	MGI:1352501
Q80YN3	MGI:1924210
Q9D287	MGI:1915433
Q8CCN5	MGI:2385848
P24288	MGI:104861
O35855	MGI:1276534
Q9CWI3	MGI:1913415
Q91YP1	MGI:1922534
Q03311	MGI:894278
P50136	MGI:107701
Q6P3A8	MGI:88137
O55028	MGI:1276121
Q9Z0H7	MGI:1337994
Q9QYE3	MGI:106190
Q99PV8	MGI:1929913
Q07440	MGI:102687
Q9Z0F3	MGI:1330841
O54918	MGI:1197519
P59017	MGI:2136959
Q9CPT0	MGI:1914063
Q08ED0	MGI:2685412
Q64373	MGI:88139
P70345	MGI:108052
P10417	MGI:88138
Q9Z2F6	MGI:88140
O88282	MGI:1278332
P41183	MGI:107187
Q9CXE2	MGI:1924295
Q921K9	MGI:1332238
O08664	MGI:1332237
Q67FY2	MGI:1933114
Q9D219	MGI:1924828
Q8K019	MGI:1917580
Q9JJS6	MGI:1926923
Q99NF1	MGI:2177469
A2AQH4	MGI:2443910
Q8CGN4	MGI:1918708
Q6PAJ1	MGI:88141
Q9CZP5	MGI:1914071
Q80XN0	MGI:1919161
Q8JZV9	MGI:1917022
Q61125	MGI:88144
P32299	MGI:102845
P21237	MGI:88145
Q571C7	MGI:1347077
Q9EQG5	MGI:1929597
O88597	MGI:1891828
P0DM65	MGI:2684950
Q68EF6	MGI:3044626
Q6PAL0	MGI:2677212
P86174	MGI:3648414
Q8C6D4	MGI:1914871
Q6PFX2	MGI:2444572
Q8BSV3	MGI:2443100
O88870	MGI:1346332
Q8BGM5	MGI:2387588
Q6H1V1	MGI:3580298
O35153	MGI:1913128
O35623	MGI:1343104
Q9R224	MGI:1328321
Q9WTZ8	MGI:1338017
Q9CWT2	MGI:3606746
Q3TZW7	MGI:3588247
Q8R079	MGI:1914368
A2AMT1	MGI:101770
Q6NVD9	MGI:1333828
P86547	MGI:88157
P86546	MGI:88156
P54615	MGI:88155
P28653	MGI:88158
Q9QYC3	MGI:891976
Q5RJB0	MGI:2444198
Q6PB60	MGI:1917487
Q8C6A8	MGI:1930001
Q8BGW3	MGI:2153710
O35185	MGI:1097714
Q99PV5	MGI:1930704
Q91WS4	MGI:1891379
O35490	MGI:1339972
Q99MQ1	MGI:1933388
Q8BR07	MGI:1101760
Q921C5	MGI:1924145
P70444	MGI:108093
O70337	MGI:1206591
O08539	MGI:108092
D3Z6Q9	MGI:3611448
Q9JI08	MGI:1929883
Q62210	MGI:1197009
O08863	MGI:1197007
O70201	MGI:1203517
O88738	MGI:1276108
A2AWP0	MGI:2676458
Q8CBX9	MGI:2179809
P62951	MGI:1858907
P16277	MGI:88169
Q8R016	MGI:1345186
O88700	MGI:1328362
Q9QUN3	MGI:96878
O55102	MGI:1195276
Q9CWG9	MGI:1920939
Q5U5M8	MGI:2678952
Q8VED2	MGI:1929230
Q8R015	MGI:2178598
Q9R0C0	MGI:1927580
Q9CY64	MGI:88170
Q923D2	MGI:2385271
Q8R2X8	MGI:1201607
Q91ZE9	MGI:2176433
P25916	MGI:88174
Q9R229	MGI:1338820
Q9Z0L4	MGI:1316745
P98063	MGI:88176
Q91Z96	MGI:2155456
P21274	MGI:88177
Q8BHE5	MGI:88179
P21275	MGI:88180
P49003	MGI:88181
P20722	MGI:88182
P23359	MGI:103302
P34821	MGI:104515
P55105	MGI:107335
Q8CJ69	MGI:1920480
P36895	MGI:1338938
P36898	MGI:107191
O35607	MGI:1095407
P97504	MGI:1101778
Q6P8Z1	MGI:88184
O35914	MGI:1097164
Q8BMQ3	MGI:2443805
Q6QD59	MGI:109328
O54940	MGI:109327
Q9Z2F7	MGI:1332659
O55003	MGI:109326
Q99JU7	MGI:2384749
Q6AZB0	MGI:2151153
Q5SQY2	MGI:1916806
O35425	MGI:1858494
Q9D8S9	MGI:1916418
Q8BGS2	MGI:1913412
Q8CEI1	MGI:1925903
Q924M5	MGI:1922638
P97452	MGI:1334460
Q8BS90	MGI:1924994
P15327	MGI:1098242
Q8R164	MGI:1915271
P97361	MGI:1338036
P07743	MGI:97787
Q9D9J8	MGI:1920638
Q9CQX3	MGI:1914385
Q61114	MGI:2137431
Q8C1E1	MGI:1913807
Q80ZU7	MGI:2675077
A2BGH0	MGI:2685852
Q8BU51	MGI:2684965
Q8C186	MGI:3026884
Q67E05	MGI:3045315
Q9Z0S1	MGI:1338800
P28028	MGI:88190
Q99MP8	MGI:1919649
Q8C3R1	MGI:1891679
P48754	MGI:104537
P97929	MGI:109337
P46737	MGI:2389572
Q7JJ13	MGI:99495
Q8K2F0	MGI:1914632
Q9ESU6	MGI:1888520
O88665	MGI:1349766
Q8R3B7	MGI:1925906
Q3UQU0	MGI:2145317
Q91Y44	MGI:1891374
Q8K3W0	MGI:1333875
Q8CFK2	MGI:1919558
Q3UAW9	MGI:1913903
Q8BXV2	MGI:1924059
P28662	MGI:1933174
Q920P3	MGI:1928478
Q6DFY8	MGI:2443333
Q499E0	MGI:2443035
Q5SXJ3	MGI:2442836
Q9DCA5	MGI:1915082
Q91VR8	MGI:1915406
Q3U1T3	MGI:1196337
Q99N20	MGI:2388804
Q8K2Q7	MGI:1918928
O54798	MGI:1100501
Q5RJI5	MGI:2685946
Q69Z98	MGI:1923020
Q921C3	MGI:1890651
A2AHJ4	MGI:3029414
Q9Z2E9	MGI:1298392
Q80Y55	MGI:1913466
P18572	MGI:88208
Q8VIM4	MGI:2153465
O88737	MGI:1277955
Q3UW26	MGI:2685613
Q80YW5	MGI:2177191
Q64277	MGI:105370
Q8R2Q8	MGI:1916800
Q810B3	MGI:2669849
Q80X66	MGI:1916065
Q6GQW0	MGI:1921257
E9Q173	MGI:3045247
Q9DB72	MGI:1919264
P58544	MGI:1933765
P58545	MGI:2385155
Q8K2J9	MGI:3026623
Q8CFE5	MGI:1917858
D3YUB6	MGI:3646208
Q8C726	MGI:1916625
Q05928	MGI:99439
Q8CIF4	MGI:1347001
Q9CQH7	MGI:1915312
Q64152	MGI:1202875
P62325	MGI:88215
Q04211	MGI:108384
P50615	MGI:109532
O70552	MGI:1860140
P35991	MGI:88216
Q7TSA3	MGI:2658978
Q62556	MGI:103118
A4QPC6	MGI:3606486
Q9JK39	MGI:2182073
Q7TST0	MGI:1932027
O70355	MGI:1859549
Q8BJE2	MGI:2442439
Q3ULA2	MGI:1338871
Q9Z1S0	MGI:1333889
O08901	MGI:1100510
Q9WVA3	MGI:1343463
Q8R149	MGI:2443443
Q6PGH1	MGI:2141291
Q9ES83	MGI:1346013
O54825	MGI:1858419
Q7TNF8	MGI:2450877
Q9CQC6	MGI:1914132
Q2L4X1	MGI:1914162
Q91VK1	
Q8VE95	MGI:1925941
Q8BGN9	MGI:2444831
O35473	MGI:1927354
Q9JMG2	MGI:1913493
Q9JJ06	MGI:2151071
P98086	MGI:88223
P14106	MGI:88224
O35658	MGI:1194505
Q02105	MGI:88225
O88992	MGI:1344400
Q8CFR0	MGI:3032521
Q9ESN4	MGI:2387350
Q4ZJM9	MGI:3579909
Q9QXP7	MGI:1919254
Q9D8U4	MGI:1916433
